Τελευταία Ενημέρωση;Τρίτη, 22 Ιουλίου 2014 16:05;;;;;;
Κωδικός;Περιγραφή;Τιμή;Last Import;Barcode;Κατηγορία;Συν. Διαθέσιμο Απόθεμα;Συνολικό Απόθεμα
142793;ΒΕΡΝΙΚΙ 142793 Νο114 COL&GO8ml;1,99;26/06/2014;4250587718515;ESSENCE;96;96
142801;ΒΕΡΝΙΚΙ 142801 Νο122 COL&GO8ml;1,99;13/02/2014;4250587718591;ESSENCE Β'ΜΕΤΡΟ;0;0
142805;ΒΕΡΝΙΚΙ 142805 Νο128 COL&GO8ml;1,99;;4250587718652;ESSENCE;-1;0
142808;ΒΕΡΝΙΚΙ 142808 Νο132 COL&GO8ml;1,99;20/08/2013;4250587718690;ESSENCE Β'ΜΕΤΡΟ;9;9
142809;ΒΕΡΝΙΚΙ 142809 Νο133 COL&GO8ml;1,99;13/02/2014;4250587718706;ESSENCE Β'ΜΕΤΡΟ;0;0
142811;ΒΕΡΝΙΚΙ 142811 Νο138 COL&GO8ml;1,99;28/02/2014;4250587718751;ESSENCE;58;58
142813;ΒΕΡΝΙΚΙ 142813 Νο140 COL&GO8ml;1,99;18/09/2013;4250587718775;ESSENCE Β'ΜΕΤΡΟ;32;32
142814;ΒΕΡΝΙΚΙ 142814 Νο142 COL&GO8ml;1,99;13/02/2014;4250587718799;ESSENCE Β'ΜΕΤΡΟ;0;0
142815;ΒΕΡΝΙΚΙ 142815 Νο144 COL&GO8ml;1,99;28/02/2014;4250587718812;ESSENCE Β'ΜΕΤΡΟ;86;86
142817;ΚΡΑΓΙΟΝ 142817 Νο62;2,79;26/06/2014;4250587726091;ESSENCE;4;4
142820;ΛΙΠ ΓΚΛΟΣ 142820SHINE22 XXL5ml;2,29;26/06/2014;4250587718379;ESSENCE;221;221
142821;LIP BALM 142821 KISS CARE 01 LOVE;1,69;22/05/2014;4250587726121;ESSENCE Β'ΜΕΤΡΟ;63;63
142822;LIP BALM 142822 KISS CARE 02 LOVE;1,59;21/10/2013;4250587726138;ESSENCE Β'ΜΕΤΡΟ;2;2
142823;LIP BALM 142823 KISS CARE 03 LOVE;1,69;22/05/2014;4250587726145;ESSENCE Β'ΜΕΤΡΟ;45;45
142824;LIP BALM 142824 KISS CARE 04 LOVE;1,59;13/02/2014;4250587726152;ESSENCE Β'ΜΕΤΡΟ;0;0
142826;ΜΟΛΥΒΙ 142826 ΜΑΤΙΩΝ No17 LONGLASTING;1,89;26/06/2014;4250587719024;ESSENCE;451;451
142827;EYELINER 142827 PEN01 SUPER1mlFINE;3,19;26/06/2014;4250587726701;ESSENCE;10;10
142828;ΜΑΣΚΑΡΑ 142828 MULTI ACT01 9mlBLACKEST B;3,19;26/06/2014;4250587718881;ESSENCE;0;0
142857;ΚΟΛΩΝΙΑ 142857 SUMMER RAIN 50ML;7,99;16/10/2013;4250587715316;ESSENCE ΚΟΛΩΝΙΕΣ;54;54
142857t;TESTER 142857t ΚΟΛΩΝΙΑ SUMMER RAIN 50ML;0,01;10/07/2013;4250587715439;TESTERS;23;23
142858;ΚΟΛΩΝΙΑ 142858TRIP NEW YOR50ml;7,99;09/11/2012;4250587715323;ESSENCE ΚΟΛΩΝΙΕΣ;48;48
142858t;TESTER 142858t ΚΟΛΩΝΙA TRIP TONEW YORK 5;0,01;05/12/2013;4250587715446;TESTERS;14;14
142859;ΚΟΛΩΝΙΑ 142859 DAY IN CANDY50ml SHOP;7,99;10/04/2014;4250587715330;ESSENCE ΚΟΛΩΝΙΕΣ;6;6
142859t;TESTER 142859t ΚΟΛΩΝΙA DAY IN A CANDY SH;0,01;05/12/2013;4250587715453;TESTERS;29;29
142860;ΚΟΛΩΝΙΑ 142860 FIRST DAY SP50ml RING;7,99;16/10/2013;4250587715347;ESSENCE ΚΟΛΩΝΙΕΣ;18;18
142860t;TESTER 142860t ΚΟΛΩΝΙΑ FIRST DAY IN SPRI;0,01;10/07/2013;4250587715460;TESTERS;28;28
142862;ΚΟΛΩΝΙΑ 142862 GIRLS'NIGHT50mlOUT;7,99;09/11/2012;4250587715361;ESSENCE ΚΟΛΩΝΙΕΣ;24;24
142862t;TESTER 142862t ΚΟΛΩΝΙA GIRLS'NIGHT OUT 5;0,01;05/12/2013;4250587715484;TESTERS;62;62
142863;ΚΟΛΩΝΙΑ 142863 SUMMER RAIN10ml;3,99;16/10/2013;4250587715378;ESSENCE ΚΟΛΩΝΙΕΣ;25;25
142864;ΚΟΛΩΝΙΑ 142864TRIP NEW YOR10ml;3,99;28/02/2014;4250587715385;ESSENCE ΚΟΛΩΝΙΕΣ;54;54
142865;ΚΟΛΩΝΙΑ 142865DAY IN CANDY10mlSHOP;3,99;28/02/2014;4250587715392;ESSENCE ΚΟΛΩΝΙΕΣ;10;10
142866;ΚΟΛΩΝΙA 142866FIRST DAY SP10mlRING;3,99;26/06/2014;4250587715408;ESSENCE ΚΟΛΩΝΙΕΣ;9;9
142867;ΚΟΛΩΝΙA 142867 NEW LOVE 10ml;3,99;16/10/2013;4250587715415;ESSENCE ΚΟΛΩΝΙΕΣ;30;30
142868;ΚΟΛΩΝΙA 142868 GIRLS'NIGHT10mlOUT;3,99;16/10/2013;4250587715422;ESSENCE ΚΟΛΩΝΙΕΣ;27;27
142910;ΒΑΣΗ 142910 STAND ESSENCE;0,00;22/05/2014;4250035209299;ΠΑΓΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ;3;3
142911;ΒΕΡΝΙΚΙ 142911 No106 COL&GO8mlQUICK DRYI;1,99;26/06/2014;4250587718430;ESSENCE;183;183
142912;ΒΕΡΝΙΚΙ 142912 No145 COL&GO8mlQUICK DRYI;1,99;26/06/2014;4250587738575;ESSENCE;0;0
142913;ΒΕΡΝΙΚΙ 142913 No137 COL&GO8mlQUICK DRYI;1,99;28/02/2014;4250587718744;ESSENCE;372;372
142914;ΒΕΡΝΙΚΙ 142914 No146 COL&GO8mlQUICK DRYI;1,99;26/06/2014;4250587738582;ESSENCE;0;0
142915;ΒΕΡΝΙΚΙ 142915 No147 COL&GO8mlQUICK DRYI;1,99;10/04/2014;4250587738599;ESSENCE;27;27
142916;ΒΕΡΝΙΚΙ 142916 No149 COL&GO8mlQUICK DRYI;1,99;20/01/2014;4250587738612;ESSENCE Β'ΜΕΤΡΟ;511;511
142917;ΒΕΡΝΙΚΙ 142917 No148 COL&GO8mlQUICK DRYI;1,99;28/02/2014;4250587738605;ESSENCE Β'ΜΕΤΡΟ;173;173
142918;ΒΕΡΝΙΚΙ 142918 No141 COL&GO8mlQUICK DRYI;1,99;10/07/2013;4250587718782;ESSENCE Β'ΜΕΤΡΟ;60;60
142921;ΣΤΥΛΟ 142921 POLISH CORREC4,5ml NAIL;3,39;18/09/2013;4250035289987;ESSENCE Β'ΜΕΤΡΟ;261;261
142922t;TESTER 142922t ΚΡΑΓΙΟΝ Νο65;0,01;27/02/2013;4250587743609;TESTERS;46;46
142923;ΚΡAΓΙΟΝ 142923 Νο64;2,49;05/12/2013;4250587741995;ESSENCE Β'ΜΕΤΡΟ;257;258
142923t;TESTER 142923t ΚΡΑΓΙΟΝ Νο64;0,01;05/12/2013;4250587742008;TESTERS;52;52
142924;ΚΡAΓΙΟΝ 142924 Νο63;2,79;26/06/2014;4250587741971;ESSENCE;1;1
142924t;TESTER 142924t ΚΡΑΓΙΟΝ Νο63;0,01;05/12/2013;4250587741988;TESTERS;23;23
142925;ΛΙΠ ΓΚΛΟΣ 142925SHINE23 XXL5ml;2,29;26/06/2014;4250587740455;ESSENCE;0;0
142926;ΒΕΡΝΙΚΙ 142926 PRO HARD.WHI8mlNAIL STUDI;2,29;14/11/2013;4250587726749;ESSENCE Β'ΜΕΤΡΟ;43;43
142927;ΒΕΡΝΙΚΙ 142927PRO EFFECT.WH8mlE NAIL STU;2,29;05/12/2013;4250587726756;ESSENCE Β'ΜΕΤΡΟ;149;149
142928;ΒΕΡΝΙΚΙ 142928 BASE NAIL ST8mlUDIO;2,29;10/04/2014;4250587701517;ESSENCE Β'ΜΕΤΡΟ;0;0
142929;ΒΕΡΝΙΚΙ 142929 THICKENER ST8mlUDIO NAILS;2,29;26/06/2014;4250587701548;ESSENCE Β'ΜΕΤΡΟ;56;56
142930;ΒΕΡΝΙΚΙ 142930 ULTRA STRONG8mlHARDENER S;2,49;26/06/2014;4250587701555;ESSENCE Β'ΜΕΤΡΟ;27;27
142931;NAIL OIL 142931CARINIG STUD8mlIO ΠΑΡΑΝΥΧ;2,49;07/05/2014;4250587701609;ESSENCE Β'ΜΕΤΡΟ;3;3
142932;EYELINER 142932 PEN LOVE PUNK JUMBO;3,19;23/12/2013;4250587735680;ESSENCE;44;44
142933;ΛΙΜΑ 142933 NAIL FILE 4IN1;1,89;14/11/2013;4250035250291;ESSENCE Β'ΜΕΤΡΟ;82;82
142934;ΛΙΜΑ 142934 ΔΙΠΛΗ 2IN1 FILE;2,29;14/11/2013;4250035289970;ESSENCE Β'ΜΕΤΡΟ;86;86
142935;ΜAΣΚAΡA 142935 WATERPROOF 8ml ALL EYES O;2,49;26/06/2014;4250587742053;ESSENCE;0;0
142936;ΜAΣΚAΡA 142936 MAX.LENGTH 8ml VOLUME;3,59;17/12/2013;4250587742060;ESSENCE;59;59
142937;ΜΑΣΚΑΡΑ 142937 24hVOL.NoMAT9mlER WHAT;3,49;17/03/2014;4250587739015;ESSENCE;3;3
142942;EYELINER 142942 PEN 2IN1 1ml;3,79;26/06/2014;4250587701173;ESSENCE;3;3
142944;ΣΚΙΑ 142944 ΔΙΠΛΗ Νο08 3D;3,59;26/06/2014;4250587738742;ESSENCE;17;17
142944t;TESTER 142944t ΣΚΙΑ ΔΙΠΛΗ Νο083D;0,01;27/02/2013;4250587738803;TESTERS;29;29
142945;ΣΚΙΑ 142945 ΔΙΠΛΗ Νο09 3D IRRESISTIBLE C;3,59;26/06/2014;4250587738759;ESSENCE;0;0
142945t;TESTER 142945t ΣΚΙΑ ΔΙΠΛΗ Νο093D;0,01;28/03/2013;4250587738810;TESTERS;29;29
142946;ΣΚΙΑ 142946 ΔΙΠΛΗ Νο04 3D IRRESISTIBLE C;3,59;26/06/2014;4250587738728;ESSENCE;0;0
142946t;TESTER 142946t ΣΚΙΑ ΔΙΠΛΗ Νο043D;0,01;28/03/2013;4250587738780;TESTERS;27;27
142950;ΣΚΙΑ 142950 ΔΙΠΛΗ Νο07 3D IRRESISTIBLE S;3,59;26/06/2014;4250587738735;ESSENCE;129;129
142950t;TESTER 142950t ΣΚΙΑ ΔΙΠΛΗ Νο073D;0,01;28/03/2013;4250587738797;TESTERS;46;46
142951;ΣΚΙΑ 142951 ΔΙΠΛΗ Νο02 3D IRRESISTIBLE P;3,59;28/02/2014;4250587743104;ESSENCE;73;73
142951t;TESTER 142951t ΣΚΙΑ ΔΙΠΛΗ Νο023D;0,01;28/03/2013;4250587743135;TESTERS;43;43
142952;ΣΚΙΑ 142952 ΔΙΠΛΗ Νο03 3D IRRESISTIBLE F;3,59;26/06/2014;4250587738711;ESSENCE;0;0
142952t;TESTER 142952t ΣΚΙΑ ΔΙΠΛΗ Νο033D;0,01;28/03/2013;4250587738773;TESTERS;44;44
142955;ΣΚΙΑ 142955 ΜΟΝΗ 67;1,99;20/08/2013;4250587742114;ESSENCE;93;93
142959;ΣΚΙΑ 142959 ΜΟΝΗ 68;1,99;26/06/2014;4250587738667;ESSENCE;39;39
142959t;TESTER 142959t ΣΚΙA ΜΟΝΗ 68;0,01;05/12/2013;4250587738674;TESTERS;50;50
142960;ΣΚΙΑ 142960 ΜΟΝΗ 53;1,99;22/05/2014;4250338482757;ESSENCE;5;5
142960t;TESTER 142960t ΣΚΙA ΜΟΝΗ 53;0,01;05/12/2013;4250338482818;TESTERS;54;54
142963;EYELINER 142963 WATERPROOF 3mlLIQUID;3,19;22/05/2014;4250587705461;ESSENCE;444;444
142964;ΠΟΥΔΡΑ 142964 BRONZE 10 LIGHT/BL;3,79;26/06/2014;4250587735499;ESSENCE;0;0
142964t;TESTER 142964t ΠΟΥΔΡΑ BRONZE10LIGHT BL.;0,01;05/12/2013;4250587735505;TESTERS;58;58
142965;ΠΟΥΔΡΑ 142965 BRONZE 20 DARK/BR;3,79;22/05/2014;4250587735512;ESSENCE;4;4
142965t;TESTER 142965t ΠΟΥΔΡΑ BRONZE20DARK BR.;0,01;05/12/2013;4250587735529;TESTERS;38;38
142969;ΚΟΝΣΙΛΕΡ 142969 Νο10 CREAM MATCH2COVER;3,19;10/04/2014;4250587733419;ESSENCE Β'ΜΕΤΡΟ;29;29
142969t;TESTER 142969t ΚΟΝΣΙΛΕΡ Νο10 CREAM MATCH;0,01;26/06/2014;4250587733426;TESTERS;60;60
142970;EYELINER 142970 LIQUID INK 3ml;2,89;22/05/2014;4250587705454;ESSENCE;414;414
142971;ΜΑΣΚΑΡΑ 142971VOLUME I LOVE9mlCRAZY;3,59;22/05/2014;4250587739084;ESSENCE;195;195
142973;MAKEUP 142973 CREAM02 BB 30ml ALL IN ONE;4,99;26/06/2014;4250587733501;ESSENCE;0;0
142973t;TESTER 142973t MAKEUP CR02 9ml ALL IN ON;0,01;20/08/2013;4250587733532;TESTERS;63;63
142983;ΒΑΣΗ 142983 LIPGLOSS COL.ART4ml;2,29;13/02/2014;4250587726114;ESSENCE Β'ΜΕΤΡΟ;0;0
142988;ΜΟΛΥΒΙ 142988 ΜΑΤΙΩΝ 2in1 No01;1,89;28/02/2014;4250035270749;ESSENCE Β'ΜΕΤΡΟ;0;0
142990;ΜΟΛΥΒΙ 142990 ΜΑΤΙΩΝ 2in1 No11;1,89;20/01/2014;4250338487301;ESSENCE Β'ΜΕΤΡΟ;7;7
142991;ΜΟΛΥΒΙ 142991 ΜΑΤΙΩΝ 2in1 No13;1,99;13/02/2014;4250587742145;ESSENCE Β'ΜΕΤΡΟ;0;0
142992;ΜΟΛΥΒΙ 142992 ΜΑΤΙΩΝ 2in1 No14;1,89;20/08/2013;4250587742152;ESSENCE Β'ΜΕΤΡΟ;2;2
142993;LASH GLUE 142993 No01 FRAME FOR FAME;2,89;28/02/2014;4250587739046;ESSENCE Β'ΜΕΤΡΟ;62;62
142994;STICKER 142994 EYELINER No01  FRAME FOR;2,49;13/02/2014;4250587739053;ESSENCE Β'ΜΕΤΡΟ;0;0
142996;LASHES 142996 No01 FRAME FOR FAME;2,99;13/02/2014;4250587732085;ESSENCE Β'ΜΕΤΡΟ;0;0
142997;LASHES 142997 No02 FRAME FOR FAME;3,19;28/02/2014;4250587732092;ESSENCE Β'ΜΕΤΡΟ;78;78
142998;LASHES 142998 No03 FRAME FOR FAME;3,19;28/02/2014;4250587732108;ESSENCE Β'ΜΕΤΡΟ;29;29
142999;ΤΡΙΧΑΚΙΑ 142999 ΒΛΕΦΑΡ.VOLUMIZING POWDER;3,79;26/06/2014;4250587701005;ESSENCE Β'ΜΕΤΡΟ;68;69
143000;TWEEZER 143000 EYEBROW;2,49;22/05/2014;4250587701197;ESSENCE Β'ΜΕΤΡΟ;105;105
143001;ΠΙΝΕΛΟ 143001 ΣΙΛΙΚ.MULTI TASKER;1,59;13/02/2014;4250587726190;ESSENCE Β'ΜΕΤΡΟ;0;0
143002;BAZAKI 143002 PLEXI MIXING COLOUR ARTS;1,59;13/02/2014;4250587726206;ESSENCE Β'ΜΕΤΡΟ;0;0
143003;ΒΑΣΗ 143003 ΣΚΙΑΣ ΔΙΑΦ.COL 7mlARTS;2,29;13/02/2014;4250587726213;ESSENCE Β'ΜΕΤΡΟ;0;0
143008t;TESTER 143008t PIGMENTS No05;0,01;10/07/2013;4250587726503;TESTERS;1;1
143027;CONCEALER 143027 No10stay 7ml all day16h;3,19;26/06/2014;4250338473151;ESSENCE Β'ΜΕΤΡΟ;224;224
143027t;TESTER 143027t CONCEALER No10 stall all;0,01;28/02/2014;4250338473175;TESTERS;54;54
143028;CONCEALER 143028 No20 stay 7mlall day16h;3,19;10/04/2014;4250338473168;ESSENCE Β'ΜΕΤΡΟ;266;266
143028t;TESTER 143028t CONCEALER No20 stall all;0,01;28/02/2014;4250338473182;TESTERS;54;54
143034;MAKE UP BAG 143034;2,49;26/06/2014;4250587701500;ESSENCE Β'ΜΕΤΡΟ;73;73
143036;NAILS 143036 No01 COLOUR CHANGING CLICK&;3,79;28/02/2014;4250587702200;ESSENCE Β'ΜΕΤΡΟ;0;0
143037;PENCIL 143037SOFTENER CUTIC5mlLE;3,19;16/10/2013;4250035289994;ESSENCE Β'ΜΕΤΡΟ;48;48
143038;PENCIL 143038 NAIL CARE 5ml;3,19;16/10/2013;4250035290013;ESSENCE Β'ΜΕΤΡΟ;26;26
143039;BUFFER 143039 FILE 6in1;2,49;26/06/2014;4250035220508;ESSENCE Β'ΜΕΤΡΟ;36;36
143042;STICKERS 143042 NAIL ART03;1,69;10/07/2013;4250035240612;ESSENCE Β'ΜΕΤΡΟ;17;17
143043;STICKERS 143043 NAIL ART04;1,69;26/06/2014;4250035240629;ESSENCE Β'ΜΕΤΡΟ;0;0
143048;STYLIST 143048 DUO NAIL ART;2,49;26/06/2014;4250587720358;ESSENCE Β'ΜΕΤΡΟ;21;21
143049;SPRAY 143049EXPRESS DRY AER50ml OSOL;3,19;20/01/2014;4250338412419;ESSENCE Β'ΜΕΤΡΟ;30;30
143050;ΒΕΡΝΙΚΙ 143050 STAMPY No01 5mlNAIL ART;1,89;28/02/2014;4250338443802;ESSENCE Β'ΜΕΤΡΟ;18;18
143051;ΒΕΡΝΙΚΙ 143051 STAMPY No02 5mlNAIL ART;1,89;28/02/2014;4250338443819;ESSENCE Β'ΜΕΤΡΟ;9;9
143052;BRUSH 143052 MULTI EFFECT NAIL ART;1,99;13/02/2014;4250587738889;ESSENCE Β'ΜΕΤΡΟ;0;0
143053;DECORATION 143053 KIT No01 NAIL ART;2,99;13/02/2014;4250587738896;ESSENCE Β'ΜΕΤΡΟ;0;0
143054;DECORATION 143054 KIT No02 NAIL ART;2,99;13/02/2014;4250587738902;ESSENCE Β'ΜΕΤΡΟ;0;0
143061;ΒΕΡΝΙΚΙ 143061ANTISPLIT NAIL8ml SEALER S;2,29;26/06/2014;4250587701531;ESSENCE Β'ΜΕΤΡΟ;156;156
143062;ΒΕΡΝΙΚΙ 143062 ULTRA GLOSS 8mlNAIL SHINE;2,49;26/06/2014;4250587701562;ESSENCE Β'ΜΕΤΡΟ;21;21
143063;GLUE 143063 NAIL FIXIT STUD8grIO NAILS;2,89;07/05/2014;4250587701586;ESSENCE Β'ΜΕΤΡΟ;0;0
143064;ΒΕΡΝΙΚΙ 143064 FAST CUTICLE8mlREMOVER ST;2,29;28/02/2014;4250587701616;ESSENCE Β'ΜΕΤΡΟ;50;50
143066;STICKS 143066 ROSEWOOD STUDIO NAILS;1,89;10/04/2014;4250587701630;ESSENCE Β'ΜΕΤΡΟ;0;0
143068;ΒΕΡΝΙΚΙ 143068ULTRA NAIL REP8ml AIR SN;2,49;26/06/2014;4250587738834;ESSENCE Β'ΜΕΤΡΟ;50;50
143077;ΒΕΡΝΙΚΙ 143077TOP SEALER HI10ml GLOSS;3,19;22/05/2014;4250587726718;ESSENCE Β'ΜΕΤΡΟ;4;4
143080;ΛΙΜΑ 143080 STUDIO NAILS 2WAY PROFI FILE;1,69;20/01/2014;4250587726725;ESSENCE Β'ΜΕΤΡΟ;96;96
143081;ΛΙΜΑ 143081 STUDIO NAILS BANANA FILE;1,69;28/02/2014;4250587726732;ESSENCE Β'ΜΕΤΡΟ;87;87
143082;ΒΕΡΝΙΚΙ 143082PRO WHITE ROS8mlSTUDIO NAI;2,29;05/12/2013;4250587726763;ESSENCE Β'ΜΕΤΡΟ;51;51
143084;ΒΑΣΗ 143084 MANICURE HELPER EYASY 2POLIS;2,29;22/05/2014;4250587742169;ESSENCE Β'ΜΕΤΡΟ;0;0
143086;ΑΣΕΤΟΝ 143086NAILART ULTR150mlNAIL POLIS;1,69;26/06/2014;4250338418626;ESSENCE Β'ΜΕΤΡΟ;187;187
143087;ΒΕΡΝΙΚΙ 143087 CRACKIN01 TOP8mCOAT NAIL;2,29;28/02/2014;4250338469000;ESSENCE Β'ΜΕΤΡΟ;20;21
143089;ΒΕΡΝΙΚΙ 143089 CRACKIN06 TOP8mCOAT NAIL;2,29;28/02/2014;4250587720396;ESSENCE Β'ΜΕΤΡΟ;24;24
143090;ΒΕΡΝΙΚΙ 143090 CRACKIN07 TOP8mCOAT NAIL;2,29;05/12/2013;4250587738988;ESSENCE Β'ΜΕΤΡΟ;28;28
143097;ΣΧΕΔΙΟ 143097 MAGNET 01 NAIL ART;2,49;13/02/2014;4250587738919;ESSENCE Β'ΜΕΤΡΟ;0;0
143098;ΣΧΕΔΙΟ 143098 MAGNET 02 NAIL ART;2,29;28/02/2014;4250587738926;ESSENCE Β'ΜΕΤΡΟ;9;9
143099;ΣΧΕΔΙΟ 143099 MAGNET 03 NAIL ART;2,49;13/02/2014;4250587738933;ESSENCE Β'ΜΕΤΡΟ;0;0
143100;ΣΧΕΔΙΟ 143100 MAGNET 04 NAIL ART;2,29;22/05/2014;4250587738940;ESSENCE Β'ΜΕΤΡΟ;3;3
143101;PEN 143101 MAGNET NAIL ART;2,29;10/04/2014;4250587738957;ESSENCE Β'ΜΕΤΡΟ;2;2
143103;ΒΕΡΝΙΚΙ 143103SPEC.TOPPER02 8mEFFECT NAI;2,29;26/06/2014;4250338469543;ESSENCE;0;0
143104;ΒΕΡΝΙΚΙ 143104SPEC.TOPPER10 8mEFFECT NAI;2,29;26/06/2014;4250587702132;ESSENCE;0;0
143110;DESIGNER 143110 SET NAIL ART;2,49;22/05/2014;4250587702262;ESSENCE Β'ΜΕΤΡΟ;3;3
143114;ΒΕΡΝΙΚΙ 143114BASE COAT PROT10ml ECTING;2,49;22/05/2014;4250587738995;ESSENCE Β'ΜΕΤΡΟ;0;0
143115;ΒΕΡΝΙΚΙ 143115TOP COAT SEAL10ml;2,49;22/05/2014;4250587739008;ESSENCE Β'ΜΕΤΡΟ;0;0
143127;MAKEUP 143127 ANTI-SPOT01 30mlMOIST.PURE;4,49;22/05/2014;4250587725797;ESSENCE Β'ΜΕΤΡΟ;108;108
143127t;TESTER 143127t MAKEUP ANT1 9mlMOISTUR.P;0,01;28/02/2014;4250587725803;TESTERS;68;68
143128;MAKEUP 143128 ANTI-SPOT02 30mlMOISTUR PU;4,49;22/05/2014;4250587725810;ESSENCE Β'ΜΕΤΡΟ;101;101
143130;COVERSTICK 143130 ANTI-SPOT 01PURE SKIN;2,49;26/06/2014;4250587725858;ESSENCE Β'ΜΕΤΡΟ;11;11
143130t;TESTER 143130t COVERSTICK 01ANTI-SPOT PU;0,01;28/02/2014;4250587725865;TESTERS;65;65
143131;COVERSTICK 143131 ANTI-SPOT 02ANTI-SPOT;2,49;26/06/2014;4250587725872;ESSENCE Β'ΜΕΤΡΟ;44;44
143131t;TESTER 143131t COVERSTICK 02ANTI-SPOT PU;0,01;28/02/2014;4250587725889;TESTERS;14;14
143133;POWDER 143133 ANTI-SPOT 01 PURE SKIN COM;3,79;28/02/2014;4250587725919;ESSENCE Β'ΜΕΤΡΟ;31;31
143133t;TESTER 143133t POWDER 01 ANTI-SPOT PURE;0,01;28/02/2014;4250587725926;TESTERS;9;9
143134;POWDER 143134 ANTI-SPOT 02 PURE SKIN COM;3,79;26/06/2014;4250587725933;ESSENCE Β'ΜΕΤΡΟ;36;36
143134t;TESTER 143134t POWDER 02 ANTI-SPOT PURE;0,01;28/02/2014;4250587725940;TESTERS;6;6
143135;POWDER 143135 ANTI-SPOT 03 PURE SKIN COM;3,79;05/12/2013;4250587725957;ESSENCE Β'ΜΕΤΡΟ;85;85
143135t;TESTER 143135t POWDER 03 ANTI-SPOT PURE;0,01;28/02/2014;4250587725964;TESTERS;8;8
143139;SERUM 143139 ANTI-SHINE PORE RIFINING 30;3,99;16/10/2013;4250587743746;ESSENCE self assortment .;5;5
143140;CREAM 143140 COVER ANTI-SPOT 15ML;3,49;16/10/2013;4250587743777;ESSENCE self assortment .;159;159
143141;CREAM 143141 WASH ANTI-SPOT 4in1 150ML;3,49;26/06/2014;4250587744866;ESSENCE self assortment .;39;39
143142;WASH GEL 143142 ANTI-SPOT 150ML;2,99;26/06/2014;4250587744873;ESSENCE self assortment .;24;24
143143;TONER 143143 &POWDER ANTI-SPOT200ML;2,99;26/06/2014;4250587744880;ESSENCE self assortment .;0;0
143144;CREAM 143144 MOISTURIZER ANTI-SPOT 75ML;2,99;16/10/2013;4250587744897;ESSENCE self assortment .;68;68
143145;ΑΝΤΙΣΗΠΤΙΚΟ 143145 ΣΠΥΡΙΩΝ SOSSPOT KILLE;3,79;26/06/2014;4250587744903;ESSENCE self assortment .;3;3
143146;GEL 143146 ANTI-SPOT 15ML;2,99;26/06/2014;4250587744910;ESSENCE self assortment .;25;25
143147;NOSE STRIPS 143147 PURIFYING;2,29;26/06/2014;4250587744927;ESSENCE self assortment .;0;0
143148;FACE STRIPS 143148 PURIFYING;2,29;22/05/2014;4250587744934;ESSENCE self assortment .;356;356
143149;GEL 143149 CLEANSING SOFT 150ML;2,99;26/06/2014;4250338478286;ESSENCE self assortment .;0;0
143150;CREAM 143150 CLEANSING 4in1 150ML;3,49;22/05/2014;4250338478293;ESSENCE self assortment .;66;66
143151;TONER 143151 REFRESHING 200ML;2,99;16/10/2013;4250338478309;ESSENCE self assortment .;265;265
143152;WIPES 143152 CARING CLEANSING;1,99;20/08/2013;4250338478316;ESSENCE self assortment .;157;157
143153;WIPES 143153 REFRESH.CLEANSING;1,99;20/08/2013;4250338478323;ESSENCE self assortment .;257;257
143154;CREAM 143154 INTENSIV.CARING  50ML;2,99;10/04/2014;4250338478330;ESSENCE self assortment .;0;0
143156;CREAM 143156 GEL MOISTURIZING 50ML;2,99;10/04/2014;4250338478354;ESSENCE self assortment .;0;0
143157;MASK 143157 PAPER DEEPLY MOISTURIZING;1,49;26/06/2014;4250338478361;ESSENCE self assortment .;312;312
143158;CREAM 143158 MOISTUR.LIGHT 50ML;2,99;16/10/2013;4250587705164;ESSENCE self assortment .;86;86
143158t;TESTER 143158t CREAM MOISTUR.LIGHT 50ml;0,01;05/12/2013;4250587705232;TESTERS;31;31
143159;CREAM 143159 MOISTUR.DARK 50ML;2,99;16/10/2013;4250587705171;ESSENCE self assortment .;282;282
143159t;TESTER 143159t CREAM MOISTUR.DARK 50ml;0,01;05/12/2013;4250587705249;TESTERS;26;26
143161;BALM 143161 HAND&NAIL 2in1 75ml;1,79;28/02/2014;4250035290822;ESSENCE self assortment .;161;161
143162;BALM 143162 HAND PROTECTION24h75ml;1,79;26/06/2014;4250035290839;ESSENCE self assortment .;133;133
143163;BALM 143163 HAND MOISTURE01 24h 75ml;1,79;28/02/2014;4250338460090;ESSENCE self assortment .;70;70
143165;REMOVER 143165 EYE MAKE UP 125ml;2,49;22/05/2014;4250035244252;ESSENCE self assortment .;65;65
143166;REMOVER WIPES 143166 WATERPROOF MAKE UP;1,49;10/04/2014;4250035224391;ESSENCE self assortment .;332;332
143167;REMOVER WIPES 143167 MAKE UP;1,49;10/04/2014;4250035220034;ESSENCE self assortment .;522;522
143168;ΑΣΕΤΟΝ 143168 NAIL HARDENING  150ml;1,49;26/06/2014;4250587708134;ESSENCE self assortment .;0;0
143169;ΑΣΕΤΟΝ 143169 NAIL MOISTURIZING 150ml;1,29;28/02/2014;4250587708141;ESSENCE self assortment .;14;15
143170;ΚΟΛΩΝΙΑ 143170 JUMPIN POOL10ml;3,99;16/10/2013;4250587742855;ESSENCE ΚΟΛΩΝΙΕΣ;12;12
143170t;TESTER 143170t ΚΟΛΩΝΙA JUMP IN THE POOL;0,01;05/12/2013;4250587746167;TESTERS;27;27
